name,street_address,city,postcode,phone_number,job,recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,score
Mr. Zachary Thompson,878 David Heights,South Antonioport,6404,573-358-8608x77708,"Engineer, drilling",10,183.09,1,0,Surburban,1,Web,No Offer,0.9996126852618116
Sara Torres,8882 David Forks Apt. 906,East Angelaville,11501,594-341-7780x78000,"Teacher, adult education",5,79.1,0,1,Urban,0,Web,No Offer,0.7681966652133491
Brent Forbes MD,7372 Miller Path Suite 692,West Christopher,13400,843.982.7808x28402,Farm manager,9,64.51,0,1,Urban,1,Web,Discount,0.31463475181628664
Melissa Yu,119 Jill Gardens Apt. 905,Costafort,56189,+1-069-499-3540x758,"Psychotherapist, child",7,303.5,0,1,Surburban,0,Web,No Offer,1.3437387979648112
Jason Schultz,08865 Holly Harbor Apt. 053,Powellville,63548,(614)759-6401,Corporate treasurer,3,29.99,1,0,Surburban,1,Web,Discount,0.7284379310792584
Rebecca Williams,353 Dixon Isle,Stewartbury,92779,302.656.7977x57322,"Exhibitions officer, museum/gallery",2,169.25,0,1,Surburban,0,Phone,Buy One Get One,2.6745185300444843
Dr. Brian Rodriguez,35213 Gilbert Cliffs,South Melissa,61442,757.981.3409x2395,Administrator,2,361.9,0,1,Urban,1,Web,No Offer,1.5801344684339431
Jennifer Everett,14848 Stacey Cape Suite 766,New Jeffrey,28226,866-121-9296,Financial trader,10,115.47,0,1,Urban,0,Web,Buy One Get One,2.2185834092381898
Sandra Middleton,467 Hooper Dam Suite 310,Michaelmouth,54853,941-957-7245x07630,Plant breeder/geneticist,9,75.8,0,1,Surburban,1,Phone,Discount,0.7096847351755955
Mark Cortez,1440 Megan Estates,New Brenda,91913,+1-692-013-8523x3315,Hydrogeologist,4,253.81,1,0,Surburban,1,Web,Discount,1.333942712207562
Jason Lewis,57340 Huff Inlet Apt. 475,Pollardberg,37822,001-562-895-0839x7344,"Teacher, music",8,29.99,1,0,Urban,1,Phone,Buy One Get One,0.6165279544661864
Jessica Pearson,938 Mary Pine Suite 018,North Madeline,26256,001-587-141-2855x258,Purchasing manager,10,82.72,0,1,Surburban,0,Web,Discount,1.403879400039996
Deborah Kelly,252 Stacy Bridge Suite 383,Christopherton,96340,+1-564-533-1190x595,"Radiographer, therapeutic",2,466.33,1,1,Urban,1,Multichannel,No Offer,1.250436112039595
Calvin Horne,3666 Gonzales Land Suite 945,Leonardview,66708,459-672-5381,"Programmer, applications",2,184.29,0,1,Urban,1,Phone,No Offer,0.7720896753216527
Mark Nguyen,470 Bray Field,New James,54573,(876)440-8008x60626,Adult nurse,9,76.55,1,0,Urban,1,Web,No Offer,0.7959332878453023
Jeffrey Lam,8415 Joseph Hill Apt. 583,East Shelby,68951,001-212-014-1520x868,Economist,10,29.99,0,1,Surburban,1,Web,Buy One Get One,1.9727737307793995
Ms. Margaret Burns,9992 Beard Circle,Lopezfurt,3253,757.727.6158x09968,Landscape architect,8,247.7,0,1,Rural,0,Phone,Buy One Get One,1.864563435136407
Alexander Graham,11192 John Track,Jacksonland,87591,690.023.9781,Clinical biochemist,9,156.61,1,0,Surburban,1,Web,Buy One Get One,0.6322805022550486
Paul Edwards,709 Brett Points,North Ericaton,20351,102.432.5198,Museum/gallery exhibitions officer,3,33.85,0,1,Surburban,0,Web,No Offer,0.5157679116983673
Dr. David Fitzpatrick III,550 Hines Lodge Suite 889,Shannonport,23339,992.311.9262x52125,Management consultant,3,696.23,0,1,Urban,1,Phone,Buy One Get One,0.8070037443778457
Tammy Ramirez,4544 Best Plains,Kyleborough,95650,001-910-560-2910x0287,Fish farm manager,11,56.24,1,0,Surburban,1,Phone,No Offer,0.9046507749569664
Alexander Levine,069 Valdez Village Suite 274,South Stephanie,43288,261-120-2225x63183,Insurance claims handler,10,66.94,0,1,Rural,1,Web,Discount,0.6814127426062968
Chris Bailey,3472 John Freeway Apt. 770,North Tina,92862,001-824-946-7730x694,Clinical cytogeneticist,3,54.33,1,0,Rural,1,Phone,No Offer,1.3172725626029262
Todd Martin,4565 Murillo Circle Apt. 748,West Lauren,81812,327.615.5022x864,Herbalist,1,222.75,1,0,Urban,0,Phone,Discount,1.2350918840435854
Cole Chambers,33917 Lopez Ports Apt. 207,South Tina,72147,972-404-2327x62291,Forest/woodland manager,7,235.66,1,0,Rural,0,Web,No Offer,1.2608671366956483
Thomas Villa,00895 Michael Stream Apt. 936,Lorifort,17123,+1-911-988-9192x427,Careers adviser,4,345.51,1,0,Surburban,0,Phone,Buy One Get One,0.897144593463377
Diana Morgan,1924 Fischer Knoll,South Courtney,98746,706.651.7808,Records manager,6,48.15,0,1,Rural,1,Web,Buy One Get One,1.9000102183996948
Erica Brandt MD,49809 Hart Villages Suite 737,Port Jose,59557,(126)258-0619x72877,Civil Service administrator,1,500.36,0,1,Surburban,1,Web,Discount,1.4609522644898716
John Lee,32927 Justin Rest Suite 883,East Jamesville,44386,011.227.1558,"Scientist, marine",1,533.87,1,0,Rural,1,Web,Discount,2.0555854181837883
Christian Tucker,10075 Bell Flat Apt. 476,Newtonshire,79423,+1-522-521-4305,Warehouse manager,3,615.29,1,1,Urban,1,Multichannel,No Offer,2.1257312697370816
Jennifer Hurst,804 Christine Neck,New Matthew,22802,2928215029,Outdoor activities/education manager,6,304.09,1,0,Urban,0,Multichannel,Discount,2.029679784209224
Richard Williams,73485 Tamara Well Suite 170,Brownfort,79520,059-607-0315x3385,Chartered accountant,9,48.99,0,1,Urban,0,Phone,Discount,0.903221200119524
James Diaz,05593 Chambers Rapids,Jacobland,28182,413.713.1452,Investment analyst,8,84.36,0,1,Urban,0,Phone,Discount,0.9621414406335854
Amy King,5022 Oliver Ridge,South Jeanne,17586,8106295859,"Teacher, early years/pre",10,29.99,1,0,Urban,0,Web,Buy One Get One,0.5663242169100926
Amanda Ray,33297 Brandon Union Suite 284,Ericaton,7537,753.643.9185x035,Race relations officer,4,986.7,1,1,Urban,1,Multichannel,Discount,1.0423706134695432
Joseph Jackson,1946 Hooper Trail Suite 155,Andersonbury,39173,850-079-8895x81970,Economist,1,131.45,0,1,Surburban,0,Phone,No Offer,0.9663994649311534
John Jones,20717 Burton Crescent,East Elizabethside,66961,340-774-5901x435,Logistics and distribution manager,9,37.13,1,0,Urban,1,Web,Buy One Get One,1.4066445908822167
Ricky Boone,082 Derek Ranch,New Ronald,96046,001-779-443-4559x14451,"Investment banker, corporate",2,42.6,1,0,Urban,0,Web,Discount,0.6101440372218763
David Werner,1118 Matthew Burg,Kristinefort,72797,269-996-1798x110,Barista,2,89.08,0,1,Surburban,0,Phone,No Offer,1.058494511345372
Sabrina Blanchard,963 Simmons Fork Suite 703,Lake Craig,95101,001-812-187-6837x932,Secretary/administrator,9,29.99,0,1,Surburban,0,Phone,No Offer,1.2867662938436726
Colin Massey,81490 Smith Lakes Apt. 065,Port Juliefurt,58287,693-923-6950,Music therapist,1,396.6,0,1,Surburban,1,Phone,Discount,1.2601830715107254
Melinda Lee,316 Tate Rue Suite 593,South Cindy,69192,+1-852-943-3903x870,Mental health nurse,4,576.66,1,0,Urban,1,Phone,No Offer,1.0641702828736166
Nicole Dyer,01628 Cynthia Plaza,Port Michellestad,19697,5273582532,Photographer,9,328.2,0,1,Urban,0,Web,Discount,2.101248502938218
Wesley Barr,8627 Amber Cliff Suite 238,West Richard,90364,(487)580-5595x4218,Personnel officer,9,608.23,0,1,Surburban,1,Web,No Offer,0.6139530173977847
Jill Moody,0725 Kaitlin Trail Apt. 613,New Deanna,40435,997.143.1680x15998,Web designer,7,29.99,1,0,Rural,1,Web,Buy One Get One,1.0385065896549066
Reginald Lindsey,927 Sharon Avenue,North Michealhaven,48581,584-438-8327,Insurance broker,3,184.83,1,0,Urban,1,Phone,Discount,1.1312032067083737
Gregory Dodson,80885 Cherry Center Apt. 741,Matthewside,53550,(298)525-4875x98916,"Engineer, building services",10,29.99,0,1,Urban,1,Web,Discount,1.0991678404425014
Joshua Pham,63126 Patterson Mission Apt. 664,Allenview,4383,+1-042-910-2662x932,Physiological scientist,7,152.18,0,1,Urban,0,Phone,Buy One Get One,0.7444285519007194
Andrew Smith,5107 Morales Gardens,North Amanda,53066,234.782.7325x9190,Commercial/residential surveyor,2,148.66,0,1,Rural,0,Web,No Offer,0.5239864713069415
Sara Davidson,75799 Valerie Expressway Apt. 470,Markside,9922,(776)304-0695x690,"Therapist, drama",9,231.01,1,0,Surburban,1,Multichannel,No Offer,0.5174621075565002
Kimberly Collins,524 Chelsey Trail,South Linda,30908,985.562.7523,"Nurse, learning disability",10,158.96,0,1,Surburban,0,Phone,No Offer,1.147450209050519
Dr. Emily Jimenez,104 Watson Glens,Meganshire,5616,691.303.8478,Administrator,8,147.98,1,0,Rural,1,Web,No Offer,0.7288554910232197
Kristen Fisher,123 Hunter Highway Apt. 009,East Christinemouth,47799,798.830.2687,Contractor,10,157.16,1,0,Surburban,0,Phone,Buy One Get One,0.4669575579401828
David Jones,6082 Mark Via Apt. 039,New Michael,7557,001-201-625-6348x120,Company secretary,2,29.99,0,1,Urban,1,Web,Discount,0.6680028236708302
Evan Estrada,5380 Helen Corners Apt. 489,Haydenland,62474,635-398-4537x2943,Customer service manager,5,316.81,1,0,Urban,0,Phone,Discount,0.07072574069995907
Linda White,6225 Christopher Tunnel,South Kimberlyton,58165,466-710-7104,Sports administrator,10,228.81,0,1,Urban,1,Phone,No Offer,1.0460760372478441
Dylan Sharp,815 Samantha Parkways,Lake Larry,90815,+1-946-031-5072x4427,Archivist,5,222.49,1,1,Surburban,1,Phone,No Offer,1.2641015010993466
Ryan Freeman MD,422 Michelle Squares,Madisonbury,75447,295-198-5124,"Engineer, civil (consulting)",10,29.99,0,1,Urban,1,Web,No Offer,0.905219299003279
Charles Winters,659 Waters Tunnel Suite 554,Port Edward,84627,976.546.6732x080,"Engineer, maintenance",5,353.8,0,1,Surburban,1,Phone,Buy One Get One,1.0351302266652649
Mr. David Aguilar DVM,415 Thomas Well Apt. 946,Lake Gregg,9899,148.371.2527x504,Race relations officer,11,76.71,1,0,Surburban,1,Web,No Offer,0.7958729188107567
Mrs. Tiffany Beard,34923 Bradley Brooks Suite 478,South Daniel,30582,+1-021-557-4859x116,Public relations officer,1,385.6,1,0,Urban,1,Web,Discount,0.5549566898338312
Richard Wallace,26082 Coleman Tunnel,East Pamview,58737,+1-556-919-3272x83805,Chartered certified accountant,10,306.59,1,0,Surburban,1,Web,Buy One Get One,1.5990455898242204
Allen Rose,5423 Perez View,Kramerstad,94857,001-886-837-8747,Research scientist (physical sciences),2,106.01,0,1,Surburban,1,Phone,No Offer,0.4634049933053042
Joshua Moss,2501 Mcknight Fall Suite 080,Johnton,61061,8419174002,Drilling engineer,1,141.09,0,1,Surburban,1,Web,Buy One Get One,2.3640709326676133
Rebecca Lambert,25609 Jon Underpass,South Christopherfurt,62833,068.005.6131,Cartographer,2,331.53,0,1,Urban,1,Multichannel,Discount,1.0106050969734952
Dustin Wagner,22717 Daniel Hollow,Nelsonbury,71673,001-345-442-6096x68618,Museum/gallery exhibitions officer,12,41.88,0,1,Urban,0,Phone,No Offer,0.8177872756829401
Rachel Johnson,4014 Fox Gateway,Alexandriaside,8323,158-324-7040x899,Leisure centre manager,3,232.88,0,1,Surburban,0,Web,Buy One Get One,2.6997965547001224
Erin Hall,8784 Joyce Trace,Jenkinsberg,55630,375.441.8399x5564,Youth worker,10,269.72,1,0,Urban,0,Web,Discount,0.8577784279018282
Matthew Moore,16486 Lane Tunnel,Tyroneshire,73082,+1-658-890-1363x9745,Petroleum engineer,10,139.33,1,0,Surburban,1,Web,Discount,2.775944727957992
Mr. Brian Hernandez,264 Rachel Summit,Clarkhaven,32246,290.768.6706,"Exhibitions officer, museum/gallery",9,84.04,1,0,Urban,1,Phone,Buy One Get One,0.5516067662392283
Patricia Jackson,877 Miranda Neck Suite 973,East Valerie,22560,+1-243-401-6087x0947,Advertising art director,1,510.78,1,0,Surburban,1,Web,No Offer,1.0279456178848845
Alex Berry,695 Cohen Plains,South Kim,76746,+1-560-126-0810x411,Biomedical engineer,1,1173.86,0,1,Urban,1,Phone,Discount,1.116122032496882
Elizabeth Martinez,9338 Alex Summit Apt. 742,New Brian,2463,001-827-969-0791x040,Fisheries officer,4,36.49,0,1,Urban,0,Phone,Discount,0.8935632868215858
Renee Murphy,18077 Luna Shoals Apt. 551,New Robertville,81188,784-776-3466x2408,Camera operator,9,147.74,0,1,Urban,1,Web,Buy One Get One,0.6124161741360112
Shawn Moore,637 Young Streets Apt. 990,South David,82622,001-472-852-1064x1331,"Designer, graphic",4,300.15,1,0,Urban,0,Web,No Offer,0.9454528173198038
Monica Young,00199 Kaitlyn Squares,North Melissa,84746,(271)532-6174x351,Public house manager,3,209.66,0,1,Surburban,1,Multichannel,Discount,0.16430715742985402
Robin Pennington,895 Rose Parkway,West Wanda,34652,001-990-561-0269,Actor,4,329.59,1,0,Surburban,0,Web,No Offer,0.2903013589472613
Thomas Case,192 Jeremy Summit Apt. 892,North Stacey,21965,0362184927,Television production assistant,8,123.72,1,0,Rural,0,Web,Discount,1.5740501853981683
Donna Brown DVM,687 Kent Springs Apt. 982,Welchberg,98630,+1-417-048-8697x103,Paramedic,1,227.59,1,1,Surburban,0,Phone,Buy One Get One,1.8723657834712928
Brenda Garcia,5050 Catherine Port,New Christopherville,19029,(821)598-6953x04902,Occupational therapist,8,618.09,0,1,Surburban,1,Multichannel,No Offer,0.8839753691909608
Nicholas Diaz,91426 Scott Parkways Suite 204,Hicksmouth,84696,001-121-651-2366,Risk analyst,10,47.61,0,1,Surburban,1,Web,No Offer,1.5624730398422049
Brendan Moreno,8950 White Well,Collinsstad,67482,(613)982-4468x818,Field seismologist,10,419.07,0,1,Surburban,0,Multichannel,Buy One Get One,1.0803371145416965
Matthew Smith,411 Wilson Spurs,Lake Sherry,70298,9452070579,Product/process development scientist,12,29.99,1,0,Urban,0,Phone,No Offer,0.8249924341755979
Christopher Warner,40098 Zamora Glens Apt. 640,Lake Stephaniestad,7613,+1-751-815-3265x184,Futures trader,9,30.27,1,0,Urban,0,Phone,Discount,0.5110360989904401
Bonnie Williams,6251 Cantrell Pike,Ericstad,94147,(446)791-5126x8843,Event organiser,7,742.26,0,1,Surburban,1,Multichannel,No Offer,0.7598325901457711
Erik Nelson,87154 Mary Hill,East Madisonport,14284,(853)651-6532x0071,"Journalist, magazine",9,29.99,0,1,Surburban,0,Web,No Offer,0.4831633964609498
Stephanie Avila,0641 Parker Gardens,Calvinview,93791,541-253-0791x196,Outdoor activities/education manager,3,494.73,1,0,Surburban,0,Multichannel,Buy One Get One,0.4696216268254415
Mary Barajas,90179 Potter Tunnel,East Christopher,96504,001-861-225-6901x8290,"Teacher, special educational needs",11,64.03,1,0,Surburban,0,Phone,Discount,1.1127409716637124
David Johnson,917 Michael Spur,West Donna,97801,902-553-1490,Writer,10,50.01,0,1,Urban,1,Phone,Buy One Get One,0.6758997587813109
Martin Robinson,757 Shannon Ridges,Carolinechester,14383,623-097-9996x3401,Television/film/video producer,11,491.78,0,1,Urban,0,Phone,Buy One Get One,1.0485742942919958
Tasha Hanson,4561 Kurt Run Suite 914,Wrightview,2208,795.365.0661x7780,Nutritional therapist,2,272.6,0,1,Surburban,1,Web,Discount,1.3452480779121352
Terry Torres,936 Friedman Harbors Suite 507,Jessemouth,83988,095.320.2351x044,Camera operator,2,490.14,1,0,Urban,0,Phone,Discount,0.8888045086815329
Brian Weiss,44022 Campbell Brooks,West Tonymouth,89561,(666)673-0722x126,Fish farm manager,7,150.09,0,1,Rural,0,Phone,Discount,1.8015592545868817
Anna Bush,245 Vicki Brooks,South Megan,95039,604.797.4905x8088,Civil Service fast streamer,5,64.6,1,0,Urban,1,Phone,No Offer,0.8042876942088122
Monica Miller,109 Catherine Stravenue Suite 672,Johnsonstad,46881,001-206-868-7635,Theatre director,1,423.71,0,1,Surburban,0,Multichannel,Discount,1.44332685781791
Joshua Williams,12174 Ramos Summit Apt. 897,Mayshire,57515,(092)629-4900x1542,Marine scientist,3,29.99,1,0,Urban,0,Phone,No Offer,0.2361799906698451
Sheryl Cole,04253 Kristina Isle,Chavezchester,38800,001-079-539-0176,Financial adviser,1,29.99,1,0,Urban,1,Phone,No Offer,1.145017084678581
Eric Holland,94412 Mckee Spur Suite 556,East Zacharymouth,7004,+1-814-990-7958x8825,Theatre director,8,50.23,0,1,Urban,0,Web,Discount,0.8578287465936224
Tiffany Mills,11081 David Extension,East Mark,10992,795.046.7978x72999,"Therapist, occupational",9,29.99,1,0,Surburban,0,Phone,Buy One Get One,1.1338837634539989
Valerie King,95065 Michael Glen Suite 058,South Shariburgh,84806,(991)886-1765x474,Retail manager,11,135.79,1,0,Urban,0,Phone,Discount,1.955634824983569
Raymond Newton,398 Garcia Street Suite 156,North Samanthaborough,77770,283-052-1856x910,"Scientist, research (maths)",4,62.6,1,0,Urban,0,Phone,Buy One Get One,2.5171567792597336
Frank Spencer,399 Thompson Landing Suite 590,Jacobchester,5434,(082)069-5516x2832,Tax adviser,1,29.99,1,0,Surburban,1,Web,No Offer,0.7963187208065485
Stephen Lawrence,529 Audrey Knoll Suite 596,Kevinton,8694,(162)217-7509x125,Analytical chemist,6,232.51,1,0,Urban,0,Web,Discount,1.1600608682639015
Teresa Stewart,197 Walls Mountain Suite 250,Perryton,76127,+1-458-958-6981x47937,Facilities manager,8,29.99,1,0,Urban,1,Phone,Buy One Get One,0.4624365436488583
Robert Macias,44651 Nicole Throughway Suite 401,Ochoaborough,43054,533-423-9671,Ophthalmologist,8,36.78,1,0,Surburban,1,Web,Discount,0.6665964631742691
Nancy Adams,2970 Angela Lakes Suite 542,South Jason,36804,001-422-863-0594x79444,Nutritional therapist,9,440.98,0,1,Urban,0,Multichannel,Buy One Get One,0.9428522595315908
Matthew Thompson,67077 Woodard Islands,Kellychester,54200,5202800181,Scientific laboratory technician,10,79.95,0,1,Urban,1,Phone,No Offer,1.2421530625304482
Brenda Castaneda,1046 Frances Vista,New Jacobmouth,10833,(416)451-7539x102,"Engineer, electronics",4,113.86,1,0,Surburban,0,Phone,No Offer,1.4778030585035873
Claudia Leach,49467 Michael Run Suite 841,Williamton,98767,511-398-9467x055,Tourism officer,11,283.36,0,1,Urban,0,Phone,Buy One Get One,1.6109551560980817
James Cervantes,4249 Julie Rest Apt. 015,New David,93251,(947)686-9026x075,"Therapist, sports",2,368.07,0,1,Surburban,1,Phone,No Offer,0.692828528773793
Bradley Stewart,58576 Walker Centers,Port Ricky,79668,551.640.9194x7750,"Horticulturist, amenity",6,115.46,0,1,Rural,1,Web,Discount,1.5725693942643235
Lori Young,3093 Eric Summit Suite 621,New Susan,17391,+1-858-370-3064x0655,"Conservation officer, nature",1,115.22,1,0,Surburban,1,Phone,Buy One Get One,0.6435347948921606
Christine Rogers,48071 Bradley Place,Latoyastad,66461,1184484991,Trade union research officer,10,425.46,1,1,Urban,1,Multichannel,Buy One Get One,2.0080495627567467
Ann Gallagher,06495 Julie Corners Suite 876,Lauramouth,60530,(560)151-5672,Interior and spatial designer,2,965.57,1,0,Surburban,1,Web,No Offer,0.9541413756575328
Tracey Brown,797 Jessica Locks Apt. 479,Melissaland,39496,(083)098-9219,Health and safety adviser,11,152.46,0,1,Urban,0,Web,Buy One Get One,0.5427960648271319
Craig Floyd,079 Andrea Rest,Griffithmouth,12624,854-725-1954x1987,Chief Operating Officer,4,60.33,1,0,Urban,1,Phone,Buy One Get One,1.169451729339481
Jennifer Vaughn,44520 Hunter Lodge Apt. 983,New Patrick,50712,(016)957-7791x56374,"Doctor, general practice",6,29.99,1,0,Surburban,1,Phone,No Offer,1.0239245021384569
James Hayes,9500 Terri Knolls,Jamesview,45725,462-700-1977x618,Aid worker,8,154.88,1,0,Surburban,0,Phone,No Offer,1.0337428116457148
Nicole Harris,61339 Nicole Mountains,Herreratown,20343,9686829228,"Designer, industrial/product",3,85.88,0,1,Surburban,1,Web,Buy One Get One,1.5008681112509286
Ashley Daniels,80465 Jacob Common,Jeremyburgh,71724,296-153-3842x482,Communications engineer,9,260.8,0,1,Surburban,1,Web,Buy One Get One,1.1106226133454438
Kevin Jenkins,2784 Huff Summit,North Patriciaport,38235,(265)212-5224,Midwife,1,308.71,1,0,Surburban,0,Multichannel,Buy One Get One,1.0708598206512656
Tiffany Castillo,74288 Brown Lock,Jonathanfurt,4360,5687341156,"Research officer, government",1,581.15,0,1,Urban,1,Phone,Discount,1.1682166293800256
Amy Webb,393 Robbins Run Apt. 186,Lake Vickie,94572,(658)077-4322,"Journalist, broadcasting",7,29.99,1,0,Rural,0,Phone,Discount,1.9969177448745457
Ronald Anderson,33145 Martinez Rest Suite 736,Hornside,11467,+1-822-706-3970,Fisheries officer,5,462.47,1,1,Surburban,1,Multichannel,No Offer,1.903341215050784
Terry Williams,78999 Zachary Lane,South Melodyton,13477,+1-537-723-4469x749,Occupational hygienist,9,194.16,0,1,Surburban,0,Phone,Discount,0.375855154662009
Ryan Fox,227 Johnson Shore,Vincenthaven,41463,175.376.5770x69158,"Designer, multimedia",12,40.05,0,1,Surburban,0,Web,Discount,2.2777461200909443
Elizabeth Wise,094 Zuniga Cliffs Apt. 000,Lake Amy,16195,001-195-022-2593,"Programmer, multimedia",10,377.67,1,0,Surburban,0,Multichannel,Discount,0.6158246382212542
Gregory Serrano,3332 Blair Roads,Port Emily,60626,(022)305-8352x927,Broadcast engineer,8,77.11,1,0,Urban,0,Phone,Discount,0.3255287540228382
Mitchell Smith,343 Jennifer Course,Port Melanie,68471,001-258-169-8938x9954,"Production assistant, television",1,674.46,1,0,Surburban,1,Multichannel,Buy One Get One,1.45680173616344
Casey Pugh,2235 Parker Shoals,East Jessicashire,89291,+1-888-987-9402x1838,"Engineer, energy",9,175.3,0,1,Rural,0,Web,Buy One Get One,0.6643266943818132
Joseph Smith,1670 Michelle Pine Apt. 529,Velazquezport,45846,877.280.2206x6871,"Nurse, learning disability",3,1047.25,1,1,Surburban,1,Multichannel,Discount,1.2923527642063837
Eddie Campbell,036 Stephanie Curve,Turnerburgh,20460,749.769.3940,Acupuncturist,9,267.42,0,1,Urban,0,Phone,Discount,2.915442260797861
Brenda Hanson,477 Evans Loop Suite 793,New Anthony,38443,915.612.3313x3279,Clinical psychologist,4,312.68,1,0,Surburban,0,Phone,Buy One Get One,0.7555618315444439
Meghan Lee DDS,75860 Tanner Cape Suite 690,Hughesside,55684,(591)122-7288x69170,Actor,6,445.4,1,0,Rural,0,Multichannel,No Offer,1.405907996871432
Roberta Smith,201 Smith Glens,Dawnmouth,26938,092.916.9039x1901,Town planner,3,329.31,1,0,Surburban,0,Web,Discount,1.3397260530723245
Jennifer Burke,043 Eric Field Apt. 554,New Brian,25213,001-747-378-6600x6087,Systems developer,9,52.75,0,1,Urban,0,Web,Buy One Get One,1.9272933329196744
Jennifer Warner,337 Keith Glens Apt. 564,Gabrielfort,63543,558.869.0985x110,Retail merchandiser,1,356.32,0,1,Surburban,0,Web,Discount,1.7673686035800271
Christopher Reynolds,854 Kara Street Apt. 233,Jessicaborough,74228,257-319-9249x974,Recycling officer,2,1075.17,1,1,Surburban,1,Web,Discount,1.5531496481047364
Angelica Ramirez,54627 Soto Trail,Gatesburgh,9030,244.476.5649,Control and instrumentation engineer,6,180.13,0,1,Surburban,0,Phone,Discount,1.009715111892022
Charles Wilson,39414 Bates Courts,Wheelerfort,81251,006-939-8170,Early years teacher,2,29.99,0,1,Surburban,1,Web,No Offer,1.079426698177378
Christie White,3750 Taylor Inlet,Richardview,94459,001-320-840-5286x12792,Clinical embryologist,1,237.61,1,0,Surburban,1,Web,No Offer,1.1228360379193112
Michael Brady,9221 Keith Circles Apt. 784,Daveton,10261,+1-862-577-3053x180,"Therapist, art",6,103.88,1,0,Surburban,0,Phone,No Offer,1.3207283263556373
Emily Leonard,204 Bates Brooks Suite 759,North Joy,95987,022.422.5007x051,"Conservation officer, historic buildings",5,29.99,0,1,Surburban,0,Web,Discount,0.9200838127305496
Michael Allen,7544 Wilson Creek,North Tammybury,86153,0349607509,Contracting civil engineer,1,459.3,1,0,Surburban,0,Multichannel,Buy One Get One,0.6921244864398696
Taylor Benitez,98898 Montgomery Ways Suite 126,Jasonmouth,97246,(391)469-6177,"Runner, broadcasting/film/video",11,29.99,0,1,Urban,1,Phone,Discount,1.5876127553378474
Daniel Walls,731 Nicolas Centers Suite 579,East Meganchester,11548,001-172-349-0921x46872,Tax inspector,3,1089.96,1,0,Rural,1,Multichannel,Buy One Get One,1.2712688079287635
Elizabeth Miles,958 Sue Vista,Robertston,21098,001-933-185-9606x50282,Accounting technician,6,54.02,1,0,Urban,1,Web,No Offer,1.5124587091962232
Joseph Kelley,4238 David Trace,Smithshire,82108,(967)145-7344x4874,Product/process development scientist,3,184.73,0,1,Surburban,1,Web,No Offer,0.8717771780887814
Amy Pittman,91887 Mitchell Village,Robinfort,26962,001-241-233-4684x65103,Dance movement psychotherapist,1,52.67,0,1,Surburban,1,Phone,Discount,0.9333069671468566
Karen Rodriguez,367 Hall Parkways Suite 824,Lake Veronica,23668,686.082.8160,Special effects artist,1,143.0,0,1,Urban,0,Phone,Buy One Get One,1.2627688827011485
Christopher King,8204 Kevin Cove Apt. 595,North Matthewburgh,48437,(836)350-1094x10893,Financial manager,5,67.62,1,0,Urban,1,Phone,Discount,0.6542985128140815
Jack Sanchez,22180 Harrison Shoals,Campbellside,75959,423.826.3972,Waste management officer,1,516.12,1,0,Surburban,1,Phone,Discount,0.8266996517649721
Anthony Guerrero,194 Bruce Cliffs Suite 823,North Josephbury,69743,059-630-3325x676,Air cabin crew,10,140.79,1,0,Surburban,0,Phone,No Offer,0.8778894849013471
Kendra Owens,02656 Brian Lakes,Williamsonfort,21585,(856)710-5648x174,Exhibition designer,7,384.15,1,0,Surburban,0,Web,Buy One Get One,0.7449451400904415
Stephanie Dominguez,6900 Powers Pines,Maryhaven,58907,653-851-0348,Pension scheme manager,1,966.76,1,1,Rural,1,Multichannel,Buy One Get One,1.5133335375713968
Brianna May,226 Chavez Spur,Brendaborough,58630,001-859-219-9319x99796,Exhibition designer,1,90.08,0,1,Surburban,0,Phone,Buy One Get One,1.9984405721422958
Franklin Maynard,0141 Christopher Inlet,Crystalchester,51036,(476)191-9667x65786,Theatre stage manager,2,45.69,1,0,Urban,1,Web,Discount,1.012219018708138
Vincent Martinez,1385 Howard Prairie Apt. 097,Tranport,19154,(487)398-7768,Comptroller,3,256.71,1,0,Surburban,1,Phone,No Offer,1.782855024321322
Katrina Taylor,077 Cook Keys,Brianbury,20118,+1-863-380-8412,"Radiographer, diagnostic",4,31.31,0,1,Surburban,1,Phone,Discount,1.0253140907126341
Douglas Fernandez,1663 Martinez Parks,Troyview,23535,718.432.0666x20599,Exhibition designer,6,48.88,1,0,Surburban,0,Web,Buy One Get One,1.0407632563739595
Rebecca Alvarez,1488 Nguyen Wells,East Cherylburgh,85610,(402)085-4934,Chief Financial Officer,2,29.99,0,1,Surburban,0,Phone,Buy One Get One,1.7367085767531187
Debra Mayo,710 Krista Extension Apt. 347,East John,40535,+1-893-321-4359x3944,Geophysicist/field seismologist,5,260.97,1,0,Urban,1,Web,Discount,2.17273750998786
George Ortiz,427 Jonathan Circle,Karenport,81644,+1-394-226-9682x839,Special educational needs teacher,1,580.44,1,0,Rural,1,Web,Discount,0.7958244588855088
Anita Harris,4942 Christopher Island,New Rachel,5966,(393)258-5954x2477,Broadcast presenter,3,471.94,1,1,Urban,0,Phone,Buy One Get One,0.7720678076856085
Sarah Mueller,40006 Garcia Field,Henryburgh,6933,089.339.6355x7238,Retail banker,3,313.49,1,0,Surburban,0,Phone,Buy One Get One,2.3972468170499543
