,name,street_address,city,postcode,phone_number,job,recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,score
17889,Ryan Jackson,7838 Robert Radial Apt. 616,South Chelseamouth,4947,560-258-2968,"Engineer, materials",2,465.07,0,1,Urban,0,Web,Buy One Get One,1.3378282119158245
46840,Jeffrey Sanford,1270 Butler Cliffs,East Paulville,25124,(069)341-6068x232,"Psychotherapist, dance movement",5,265.7,1,1,Urban,0,Phone,Buy One Get One,1.2959763707442595
4673,Christopher Roy,202 Chapman Summit,Robertsonfurt,59534,001-903-576-1018x32639,Learning disability nurse,1,558.84,1,0,Urban,1,Multichannel,No Offer,0.9416229698031444
60307,Susan Maddox,2156 Golden Inlet,Brandonville,30731,(461)353-6334x735,"Doctor, hospital",8,223.89,1,0,Rural,0,Multichannel,No Offer,0.7319268361550644
25619,Mary Edwards MD,499 Johnson Rapid Apt. 263,Port Andreaview,43719,+1-470-199-1585x34201,Telecommunications researcher,7,438.49,0,1,Urban,0,Phone,Discount,1.2091805159037747
57824,Elizabeth Webb,478 Gilbert Villages Suite 671,Luceroton,64473,385.700.6477x92444,"Civil engineer, contracting",3,759.43,1,0,Rural,1,Multichannel,Discount,1.4842352383537951
51133,Christopher Baker MD,7275 Justin Turnpike,Wendyhaven,63156,+1-615-796-0637,Chartered loss adjuster,9,72.77,0,1,Urban,1,Web,Buy One Get One,0.8700585082697174
16087,Samantha Davis,50595 Hamilton Lake,Mendozaport,84097,(789)625-5385,Sales executive,1,501.11,1,0,Urban,1,Multichannel,Discount,1.8248482260387395
58219,Erik Chambers,643 Scott Burgs,Thomasfort,34621,(098)277-5449x969,Materials engineer,3,571.18,1,0,Rural,1,Multichannel,No Offer,0.9132478020097322
18974,Robin Bailey,0902 Jonathan Forge,Bradyshire,88160,245.362.2161,"Accountant, chartered public finance",6,70.06,1,0,Urban,0,Web,Discount,1.0157132915387972
4824,Emily Lucas,494 Sanchez Orchard,Stevenstad,45635,860.723.2899x819,Textile designer,4,30.93,0,1,Urban,1,Phone,Buy One Get One,0.6192379709795717
23375,Angie Moore,927 Jennifer Branch,Brittanystad,53390,(386)102-2793x9622,"Designer, furniture",6,464.53,1,0,Urban,0,Phone,No Offer,2.1331719807881133
17471,Adam Ramirez,033 Rogers Trail Apt. 607,Dustinbury,8680,693.006.2329x2484,English as a foreign language teacher,7,212.18,1,0,Urban,0,Phone,No Offer,1.2730213157967063
17142,Stephen Duffy,33698 Phillips View Suite 990,Kellyshire,60818,249-747-3378x961,Private music teacher,4,95.6,0,1,Rural,1,Web,Buy One Get One,0.819677099952116
58270,David Holland,3217 Cody Island,East Joan,94449,5732357852,"Accountant, chartered management",1,29.99,0,1,Rural,1,Web,No Offer,0.5388493238667842
63465,Lori Wood,1934 Chavez Gardens Suite 889,West Victoria,48702,(462)251-0153,"Scientist, water quality",10,76.86,1,0,Urban,1,Web,Discount,1.4091105579117855
58390,Vanessa Gonzales,8458 Jason Pike,Brittanytown,52344,(749)103-5799x01105,Commercial horticulturist,2,139.77,0,1,Urban,0,Phone,Buy One Get One,1.0982170229663488
39741,Teresa Adams,3463 Tabitha Plaza Apt. 654,Mcdonaldbury,89824,123.791.6165x81538,"Production designer, theatre/television/film",7,62.01,0,1,Surburban,0,Web,No Offer,1.2217693212016958
7297,Paige Robinson,42962 Michele Tunnel Suite 930,Brandonmouth,39578,+1-712-101-4543x769,Field seismologist,9,74.33,0,1,Urban,0,Phone,Buy One Get One,1.2448805520404984
19164,Christine Johnson,4029 Cooper Harbor Suite 808,Walshland,4479,+1-795-977-0725x8143,Chief Marketing Officer,7,224.45,1,0,Rural,0,Phone,No Offer,0.3898990667297277
22173,Mrs. Sara Gutierrez DDS,0682 Logan Forges,Johnsonland,13150,1633152590,"Editor, magazine features",12,482.52,1,0,Urban,0,Multichannel,No Offer,1.6067677731740777
52248,Amber Jones,5391 Stevenson Lights,Wilsonland,28936,828.674.0780x5202,Veterinary surgeon,9,951.45,1,0,Surburban,1,Phone,Buy One Get One,1.3954220329462856
40830,Wendy Stewart,666 Amber Neck Apt. 779,Jordanburgh,60451,(025)205-1899x5443,"Clinical scientist, histocompatibility and immunogenetics",2,52.13,1,0,Surburban,0,Web,Discount,2.0141631233100004
35782,Kayla Richardson,6386 Cole Stream,Erictown,96279,+1-967-570-5210x59326,"Surveyor, building control",11,64.94,1,0,Urban,1,Web,Discount,0.6720117405325372
40501,David Bauer,362 Obrien Springs Suite 181,West Richardland,91825,001-102-998-5285x3711,"Librarian, public",4,78.85,1,0,Urban,1,Phone,No Offer,1.4581308057509563
59285,Megan Bender,898 Sanchez Green,New Amy,32687,(611)194-4069,Pension scheme manager,11,441.01,1,1,Surburban,0,Phone,Discount,2.091888890973123
44616,Melissa Blankenship,95649 Karen Street Apt. 635,North Kimberly,27146,(897)069-9691x79696,"Administrator, local government",1,905.99,1,0,Rural,1,Web,No Offer,0.4687796458443145
41143,Kayla Daugherty,80569 Sanchez Forest,Robertsside,14549,001-228-760-8262x713,Games developer,7,272.79,1,0,Rural,0,Phone,No Offer,1.468381125644712
42908,Michelle Mccormick,917 Lopez Plains,Lake Pennystad,75246,001-762-390-7668x0091,Amenity horticulturist,1,1179.81,0,1,Urban,1,Phone,Discount,2.3867042283262667
51631,Charlene Peck,863 Susan Springs Suite 146,Port Isaacmouth,28744,9929101145,Artist,10,29.99,0,1,Urban,1,Phone,Buy One Get One,0.6025234849731932
16692,Derrick Conway,09739 Hall Fields Apt. 881,Lake Alexishaven,9960,536.727.3458,Chemical engineer,1,119.09,0,1,Urban,0,Phone,No Offer,0.6423293591990612
42256,Dominique Fox,07046 Parks Forest,Russoton,89985,001-291-575-6230x81856,Maintenance engineer,2,270.68,1,0,Surburban,0,Multichannel,Discount,0.8214554159549015
22878,William Watson,9582 Griffith Road,South Ericborough,53746,923.549.2461,Solicitor,3,332.93,1,0,Urban,1,Phone,No Offer,1.0456576243063629
38932,Jessica Parks,3355 Heather Light Suite 978,Mccoyland,23164,023-856-6701,Radiation protection practitioner,2,409.13,1,0,Surburban,0,Multichannel,Buy One Get One,0.32528373629735785
3459,Christopher Cook,140 Carter Bridge Suite 175,Lake Jessicastad,41909,137.194.4298,Optometrist,10,91.23,1,0,Urban,0,Phone,Buy One Get One,0.7108779437310073
30474,Kathleen Torres,8547 Wood Prairie Apt. 625,West Stephanie,68369,(893)254-1599x8797,Clinical cytogeneticist,7,277.3,0,1,Rural,1,Phone,Buy One Get One,1.3150642330381486
26703,Michael Richardson,237 Tracy Camp,Jenniferside,18636,156.729.6926x3341,Retail buyer,6,87.32,0,1,Urban,0,Phone,No Offer,1.636724138581099
54093,Michael Hansen,9363 Cruz Ville Suite 138,West Alex,66675,+1-725-803-2294x602,Exhibition designer,10,233.05,0,1,Urban,1,Multichannel,Buy One Get One,1.038503033668587
9021,Noah White,0038 Robin Glen Suite 174,Port Kristina,30190,671.858.5553,Research scientist (life sciences),1,324.86,1,1,Surburban,0,Phone,Discount,1.0312680891787025
62919,Billy Williams,5091 David Tunnel,Sharonfort,12042,001-930-358-5610x8906,Colour technologist,9,49.21,0,1,Urban,1,Phone,No Offer,1.6417688021960846
56724,David Brown,89230 Robert Mill Apt. 012,Denniston,55380,038-001-5991,Health visitor,1,351.98,0,1,Urban,0,Phone,Buy One Get One,0.7792045004145112
62610,Donald Moore,9148 Gomez Walks Apt. 757,Coxshire,4908,374-385-3076x6612,Patent attorney,4,29.99,0,1,Urban,0,Web,Discount,0.6489505241635782
59889,Rachel Goodwin,9011 Riley Court,West Marieshire,58022,+1-752-386-8643x311,Dealer,8,71.0,1,0,Urban,0,Web,Discount,0.7541542071618428
44744,Lisa Coffey,344 Morse Junction Apt. 745,Smithmouth,1089,+1-690-447-7284,Media planner,11,477.09,1,0,Rural,0,Multichannel,Buy One Get One,1.5225502737137968
29412,Steven Lewis,733 Coleman Ford Suite 292,Matthewberg,52908,+1-442-728-6337,Aeronautical engineer,2,157.9,1,0,Urban,1,Phone,Discount,1.919130513105583
49552,Adam Smith,1302 Hurley Common Suite 469,Leslieberg,74084,001-605-826-2644x907,"Therapist, music",6,156.18,0,1,Surburban,1,Phone,Discount,1.3334423179168218
1396,Justin Long,2279 Miller Motorway,Taylorview,89128,431.750.2624x6580,Company secretary,9,367.17,1,0,Urban,0,Phone,Discount,1.016383816387685
22098,James Krause,960 Morgan Islands Apt. 268,Johnsonshire,56350,3766787653,Equality and diversity officer,11,566.23,1,0,Surburban,1,Multichannel,Discount,0.9433832078403428
58847,Heidi Ross,938 Stephens Meadow Suite 072,South Christopher,82280,868-063-3090,"Radiographer, diagnostic",9,293.82,0,1,Urban,0,Multichannel,No Offer,0.6323933047159307
25405,Derek Wolf,57227 Brown Viaduct Apt. 612,Charlesville,88854,+1-325-598-5121x55688,Immunologist,6,125.96,0,1,Urban,0,Web,Discount,0.5128472675051905
10533,Aaron White,76566 Martinez Harbors Suite 523,East Roger,85648,+1-079-630-6655x61788,Museum/gallery exhibitions officer,4,75.72,0,1,Surburban,0,Web,No Offer,1.3121887332160422
34637,Sheryl Parsons,5913 Oneill Port,Callahanton,81201,890-614-9049x64268,Equities trader,12,29.99,0,1,Rural,1,Phone,Discount,0.9603545779962152
56326,Anna Maldonado,8485 Tammy Wall Apt. 614,Noblechester,9253,493.825.5863x3122,"Civil engineer, consulting",1,431.9,1,0,Urban,1,Web,No Offer,1.2809030926154557
2406,Charlotte Kennedy,9982 Johnson Turnpike Suite 745,New David,67791,809.978.8015,Plant breeder/geneticist,3,563.31,1,1,Surburban,1,Phone,Discount,1.2517863696130362
53335,Veronica Harris,633 Kayla Well Suite 403,Lake Annettechester,46561,227-147-3428,Media buyer,6,401.69,1,0,Rural,0,Multichannel,No Offer,1.1999673236839965
13369,Joseph Alexander,33007 Misty Lodge Apt. 638,North Alexander,63004,327.339.9569,Geophysicist/field seismologist,9,182.77,1,0,Surburban,0,Web,Discount,0.6352283708266377
8493,Stephanie Harrison,845 Randy Club Apt. 005,Michellefurt,84737,(886)817-7841x9654,"Engineer, broadcasting (operations)",5,40.01,1,0,Rural,0,Phone,Discount,0.9153340294940356
29098,Stephen Bell,76277 Amanda Port Suite 611,West Waltermouth,79794,953.023.8812x5202,Biomedical engineer,12,177.72,0,1,Surburban,0,Web,Discount,1.2797918216048931
37889,Carlos Robinson,292 Kenneth Terrace Apt. 052,New Victoriaberg,1328,402-398-2848x8134,"Scientist, research (physical sciences)",11,110.21,0,1,Urban,1,Web,Buy One Get One,1.3996187200227472
12460,Austin Parker,61792 Brown Squares Apt. 691,Johnstonview,29110,(982)432-3025x2276,Arboriculturist,12,134.01,0,1,Urban,0,Web,Buy One Get One,0.8153951225100691
34302,Shannon Lee,404 Ronald Summit Suite 960,Lake Jefferymouth,88015,+1-542-048-7119,"Solicitor, Scotland",4,148.65,1,0,Urban,1,Web,No Offer,1.1099047394471115
8301,Jessica Walker,19969 Thompson Keys Apt. 366,Johnburgh,3188,722.304.8353x959,"Solicitor, Scotland",5,579.16,0,1,Surburban,1,Phone,Buy One Get One,1.9429161107338624
59411,Ronald Roberts,1153 Gray Bypass,West Rogerfort,57952,581.041.0230,"Scientist, research (medical)",10,133.82,0,1,Surburban,0,Phone,No Offer,1.285386760280084
12659,Catherine Koch,45338 Jared Mount,Mullinsborough,2526,476-033-1990,Fast food restaurant manager,9,131.36,1,0,Surburban,1,Phone,No Offer,1.3485735054809678
5600,Ronald Hunter,4691 Lori Viaduct,New Johnny,74789,(198)333-3312,Emergency planning/management officer,10,41.52,1,0,Rural,0,Phone,No Offer,1.2068777132633384
53979,Emily Krueger,6580 James Mountains,Melaniefort,20898,(756)892-2080x651,"Programmer, systems",9,862.97,1,1,Rural,1,Phone,Discount,0.36933993357435857
49817,Jared Sanders,6950 Gardner Rapids Suite 537,Abbottview,87334,486-318-7588,"Engineer, energy",5,132.31,0,1,Urban,1,Phone,No Offer,1.0974143128582354
983,Brady Alvarado,9401 Raymond Fall Suite 401,Lake Jacobfurt,55762,001-962-160-9715x3652,Toxicologist,6,33.23,1,0,Rural,0,Web,Discount,1.3905288637272593
55758,Chelsea Davis,29695 Nicole Spur,Bakerfurt,86095,001-339-396-9131x397,Associate Professor,9,119.43,1,0,Urban,0,Phone,Buy One Get One,2.348292713516053
28041,Andrea Williams,078 Ronald Well Apt. 647,Tomhaven,61484,001-426-239-9364x628,Seismic interpreter,10,387.8,0,1,Urban,0,Web,No Offer,1.3228153063238743
16911,Christina Alexander,48872 Philip Inlet Apt. 413,Catherinefort,58797,+1-362-464-3645x3406,Ophthalmologist,2,202.05,1,0,Rural,1,Phone,No Offer,0.9303238793634159
25149,Sarah Ramirez,3329 Joseph Bypass,East Sherryton,70423,7298291582,Company secretary,11,82.29,0,1,Urban,0,Web,Buy One Get One,1.2601039656046364
22628,Jose Johnson PhD,3205 Stephanie Cove Apt. 491,East Joel,28803,3453873958,Intelligence analyst,1,386.17,0,1,Urban,0,Multichannel,Buy One Get One,1.300921006125851
17098,Jeffrey Foster,4654 Ellison Station Suite 445,Jacobton,76538,155.848.4151,Hospital pharmacist,6,390.23,1,0,Urban,1,Web,No Offer,1.4741277340167347
60523,Henry Miller,0476 Williams Knoll,Paulview,21558,+1-044-685-4820x43084,Legal secretary,3,615.34,1,1,Urban,1,Web,Buy One Get One,0.9764924523041278
12325,Lauren Fritz,077 Bryant Spring Apt. 684,South Stephanie,81405,6566735800,Technical sales engineer,4,162.84,0,1,Urban,0,Phone,Discount,1.9112653753940918
32373,Teresa Black,9794 Angela Streets,New Kimmouth,54109,232.123.1006x434,"Scientist, biomedical",9,54.11,1,0,Rural,0,Web,Buy One Get One,0.4835169593520121
19404,Charles Martin,477 Michael Divide,Lake Jasonchester,25541,015-889-8510x7730,Media buyer,11,165.14,1,0,Surburban,0,Phone,Discount,0.9495833512086548
40654,Natalie Gibson,62428 Burgess Plaza,Jenniferland,77242,201-116-9100x748,Claims inspector/assessor,1,353.66,1,0,Surburban,1,Phone,Buy One Get One,0.912250369494526
52826,Philip Brown,56249 Williams Circles Apt. 656,New Joel,17080,(696)337-5999x316,Patent attorney,5,508.12,0,1,Urban,1,Phone,Discount,0.5813688283595825
18336,Keith Turner,7240 Teresa Mountains Apt. 915,Port Kimberly,9905,975.680.5715x1075,Television floor manager,11,442.67,0,1,Surburban,0,Multichannel,Buy One Get One,1.1856763199952791
42882,Sherri Jackson,684 Robert Camp,West Scott,24576,(127)375-8693x18188,Information systems manager,11,29.99,0,1,Surburban,1,Phone,Buy One Get One,1.1222889699425158
27531,Kyle Gonzalez,09598 Sara Skyway Apt. 937,Lake Jimmy,30432,+1-427-265-4233x914,"Therapist, horticultural",6,263.63,1,0,Surburban,1,Phone,No Offer,0.8520470978285372
32020,Joshua Davis,0072 Stanley Causeway Suite 844,West James,5560,766.261.2233x64920,Photographer,11,302.25,1,1,Rural,0,Multichannel,No Offer,2.261165753402933
42334,Amanda Smith,36045 Martin Port Apt. 137,Port Kyleburgh,81506,2827707222,"Therapist, sports",7,185.01,0,1,Urban,1,Web,No Offer,0.19192208759201454
31531,Manuel Ingram,12329 Stephen Glens Apt. 097,Petersfurt,63671,2469292179,Clinical psychologist,10,140.76,1,0,Surburban,0,Web,Buy One Get One,0.5578869146485914
47606,Timothy West,15683 Danielle Stream,South Amy,26985,023.568.9364,Associate Professor,1,840.72,1,1,Surburban,1,Multichannel,No Offer,1.808111724106876
56801,Amanda Garcia,941 Perry Street Suite 399,West Bonnie,15651,094-585-8956x0728,Radiation protection practitioner,6,97.09,0,1,Surburban,0,Web,Buy One Get One,1.9608638848073792
36396,Joseph Garcia,0942 Jesse Flat,Scottton,3625,001-081-284-9312x00182,Patent attorney,12,189.54,1,0,Surburban,0,Phone,No Offer,1.0773541485751943
19337,Nicholas French,711 Baldwin Locks,Port Kathrynmouth,16748,462.426.5421x7249,Publishing rights manager,3,348.78,1,1,Urban,0,Phone,Discount,1.0987914853387284
50858,Beth Stewart,81658 Duran Islands,Ryantown,75078,+1-962-756-3696x1374,"Engineer, agricultural",1,29.99,1,0,Surburban,1,Web,Buy One Get One,0.7832490734623294
33250,Robert Dalton,197 Johnson Expressway,Clarkton,78319,463-579-5699x1487,"Psychotherapist, dance movement",5,140.9,1,0,Surburban,1,Phone,No Offer,1.2334355307201486
37252,Natasha Estes,1213 Rodriguez Course,Paulaborough,25453,(704)480-3804x2644,Ergonomist,6,66.72,1,0,Urban,1,Web,Discount,1.4084941169156746
34849,Elizabeth Hartman,34526 Mcdonald Cove Apt. 477,West Garychester,19272,902-278-6106x347,Learning disability nurse,3,604.45,1,0,Surburban,1,Multichannel,Discount,0.3402629229261845
6071,Harold Snyder,5823 Laura Stravenue Suite 033,Port Tammyland,45906,001-040-469-7898x511,"Scientist, water quality",10,49.93,0,1,Surburban,0,Phone,Discount,0.8480696514949061
51861,Margaret Jones,42406 Sanders Estate Suite 848,Port Nathantown,55102,991.011.2987,Visual merchandiser,10,424.94,0,1,Surburban,0,Web,Discount,0.5985717140568869
12450,Scott Rivera,5391 Toni Roads Suite 475,East Candice,92784,420-224-3285,Operational researcher,10,89.42,0,1,Surburban,0,Phone,Buy One Get One,1.3093226746672573
16914,Laura Schneider,943 Brenda Pine Apt. 885,North Elizabeth,47578,+1-555-585-0268x4047,Advertising copywriter,9,317.92,1,1,Rural,0,Web,Discount,1.6874228225553536
6843,Holly Jenkins,9255 Walters Plains Suite 427,Port Allisonfort,60387,964.271.6384,Herbalist,2,200.29,0,1,Urban,0,Phone,Discount,0.7295032930539995
5638,John Stuart,86540 Zuniga Meadow Suite 454,New Michele,86392,(491)860-4241,Health and safety adviser,2,334.55,0,1,Surburban,0,Phone,No Offer,1.153999895681173
23234,Cheryl Mills,6627 Bryant Row,Debraton,45728,2551524921,Contractor,5,351.68,1,0,Urban,0,Phone,Discount,1.0114872093385847
39646,Daniel Long,097 Smith Estates Apt. 691,Saraton,56213,138.964.5958x758,"Lighting technician, broadcasting/film/video",6,128.68,0,1,Surburban,1,Web,Buy One Get One,0.9906735898336906
12143,Brian Allen,53571 Dalton Turnpike Apt. 624,East Richardbury,22475,788.633.6082x7869,Retail manager,7,29.99,0,1,Surburban,0,Phone,Buy One Get One,1.193121058790528
9952,Randy Jones,535 Cody Falls,Harrisburgh,20062,300.188.7546x447,English as a foreign language teacher,12,508.07,1,0,Surburban,1,Phone,No Offer,1.5604995046677967
531,Stephen Hall,0746 Olson Pike Apt. 863,West Kennethland,34823,401-913-8850x070,Radiation protection practitioner,5,47.98,0,1,Urban,0,Web,Buy One Get One,1.8494862216306285
31245,Todd Edwards,029 Weber River,West Christopherchester,20008,(953)841-0880x08854,"Librarian, academic",2,176.73,0,1,Surburban,1,Phone,Buy One Get One,1.1583105428022376
11098,Tracy Johnson,9813 Brown Roads,Wilsonville,77501,203-128-9397x27157,"Geneticist, molecular",4,360.77,1,1,Surburban,0,Phone,Buy One Get One,1.807719590670184
7861,Kenneth Fuller,401 Miller Meadows Apt. 657,Ralphfurt,37722,(555)699-1688x599,Adult nurse,9,348.8,1,0,Rural,0,Web,Discount,1.510115281067444
26002,Monica Woods,68775 Shelby Mountain Apt. 522,Lake Christopher,4936,+1-865-967-8950,Event organiser,1,29.99,0,1,Urban,0,Phone,Discount,1.1413769390328588
60588,Amy Ortiz,98581 Curtis Meadow,East Christopher,79518,001-200-086-2565x648,"Presenter, broadcasting",7,190.54,1,0,Rural,1,Phone,Buy One Get One,0.5558665887902249
1235,Jessica Acosta,755 Maria Corners,Port Jonathan,25162,638.342.9521x065,Personal assistant,10,29.99,0,1,Surburban,0,Phone,Discount,1.0930943527972965
24983,Christine Duncan,4687 Estrada Knolls Suite 642,Port Janet,94905,792-831-7329,Ranger/warden,3,70.67,1,0,Urban,0,Phone,Buy One Get One,1.009456692756907
16725,Jamie Cole,8827 Bonnie Terrace Suite 091,Garzahaven,16438,665-514-2735,Air broker,9,324.93,1,0,Urban,0,Phone,Discount,0.3917261048576166
1966,Sharon Campos MD,67765 John Village,Grayfurt,53930,(448)624-4494x0479,"Designer, graphic",1,228.18,0,1,Urban,1,Phone,Buy One Get One,1.3323902407780879
38253,Jacob Lewis,659 Caroline Path Suite 270,South Davidshire,9849,(430)922-3478,"Surveyor, minerals",5,29.99,0,1,Rural,1,Phone,Discount,0.9892233451665432
41280,Dean Green,47108 Mary Island,Port Adam,46967,554-959-5334x68934,Paramedic,3,1065.52,1,1,Surburban,1,Multichannel,Buy One Get One,2.4491390350871955
21260,Ellen Brown,5677 Shawn Springs,Gonzalesberg,21716,001-824-565-5702x891,Oncologist,1,55.51,1,0,Surburban,0,Web,Buy One Get One,0.7710534977795074
51362,Laura Cox,5130 Castillo Port,Patriciaborough,91551,547-016-0801x28802,Printmaker,4,35.67,1,0,Surburban,0,Web,No Offer,0.4571367439501707
33718,Robin Holland,9015 Daniel Orchard Apt. 759,Allisonchester,97358,001-884-831-3558x023,Personnel officer,6,451.35,0,1,Surburban,0,Multichannel,Discount,1.3911872513636765
50679,Ray Smith,9814 Bradley Prairie Apt. 608,Timothybury,60938,+1-804-555-5063,Graphic designer,11,29.99,1,0,Surburban,0,Web,Discount,2.069243257629082
35744,Joseph Marshall,42577 Ruiz Shoal,South Michael,79924,661.709.7729x11174,"Optician, dispensing",6,256.31,1,1,Urban,0,Web,Buy One Get One,0.7112222456161896
39413,Taylor Johnson,33571 Allen Trail Suite 369,Alexandrafurt,55830,121.795.8177x554,Product manager,6,98.56,0,1,Surburban,0,Phone,Discount,0.012198839613422718
4497,Benjamin Mendoza,5513 Richards Avenue,Michaelmouth,92929,(126)496-4273,Actuary,7,29.99,1,0,Surburban,1,Phone,No Offer,0.5755221654011093
48053,Andrew Thompson,97991 Heath Common,East Matthew,9460,872.540.2708x72578,Plant breeder/geneticist,12,130.84,0,1,Surburban,1,Web,No Offer,1.6635315504131132
39204,Joshua Taylor,62158 Reed Glens Suite 818,Alexton,3915,776-386-5257,Trade mark attorney,6,70.19,1,0,Surburban,0,Phone,Buy One Get One,0.6482874614874932
48087,Eric Anderson,09995 Richard Dale Apt. 085,West Kevinton,27909,(182)971-9748x758,Midwife,11,334.25,0,1,Urban,0,Phone,Buy One Get One,0.6155118915163931
10469,Nicholas Davis,10770 Perez Corner,Lake Warren,82110,264.969.0235x653,Recruitment consultant,1,110.05,0,1,Surburban,1,Web,No Offer,0.4190156742702029
5067,Tracy Ware,043 Rowland Fields Suite 761,Port Sean,75558,612-028-0792x734,Automotive engineer,9,196.62,0,1,Urban,0,Web,Buy One Get One,0.984379337219948
61909,Stephen Moore,2332 Mcbride Walks Apt. 178,South Joyceshire,36334,677-819-6675,Chartered loss adjuster,7,204.95,1,0,Surburban,0,Phone,Buy One Get One,2.0487885863963458
29417,Adam Hall,466 Dawn Lodge,Paulshire,4610,871-380-2561x632,Chartered loss adjuster,2,498.09,0,1,Urban,1,Multichannel,Buy One Get One,0.6808999038500066
56644,Tiffany Young,05159 Jeffrey Mount,Mcdonaldburgh,15158,+1-086-402-2053x0558,"Runner, broadcasting/film/video",9,182.71,1,0,Surburban,1,Phone,Buy One Get One,1.1441953760227097
55033,Robert Hill,7488 Sarah Island,South Adam,59885,(757)818-3979x57876,Interpreter,1,563.14,1,0,Urban,1,Web,Discount,0.15140745724030746
27912,Matthew Perez,2641 Clayton Overpass Suite 125,Brownberg,86016,226-231-5923,Seismic interpreter,6,322.17,1,0,Urban,0,Phone,No Offer,1.3615742541814029
46293,Charles Walker,34144 Beasley Island Apt. 368,Charlesville,82595,582-958-0485x498,Town planner,10,462.73,0,1,Urban,0,Phone,No Offer,1.15825196315346
1540,Nicole Garcia,29649 Sanders Points,East Aliciafort,7906,014-964-3986x181,Hydrographic surveyor,5,42.38,1,0,Urban,1,Phone,No Offer,1.1530564108729626
27702,Maureen Schwartz,892 Lopez Extension Suite 397,New Emmafort,37850,001-661-190-5430x91298,Psychiatric nurse,4,29.99,1,0,Rural,0,Web,Buy One Get One,0.5985877693853301
22687,Olivia Zamora,41705 Charles Run Suite 565,Port Ellenhaven,58013,0802233320,Midwife,2,509.17,1,0,Surburban,1,Phone,No Offer,1.1180178046294231
13897,John Pace,06696 Thomas Divide Apt. 463,Robertstad,7538,277-805-5967x02005,Astronomer,11,710.53,0,1,Urban,1,Phone,No Offer,0.9709259665924456
26107,Megan Hansen,55412 Douglas Shoal Apt. 093,South Jennifer,65957,001-596-319-7088x342,Information officer,1,137.03,0,1,Rural,1,Web,Buy One Get One,1.2236077433446588
16110,Jennifer Lopez,9623 Allen Mission,Williamview,94122,(155)380-8469,Ophthalmologist,1,29.99,1,0,Urban,1,Web,No Offer,2.1935843016236483
47501,Paul Jensen,15047 Davis Camp,Lake Justinfurt,42923,598-808-5764,Event organiser,1,278.08,1,0,Urban,1,Phone,Buy One Get One,1.0410036267226368
44367,Kayla Bradley,0482 Johnson Fork,Palmerton,49876,622-392-2284,Armed forces operational officer,12,29.99,0,1,Surburban,0,Web,No Offer,1.622713800451718
19840,George Murphy,60279 Green Islands Apt. 259,Valdezport,17570,(989)069-5698x0467,Orthoptist,1,190.36,1,0,Surburban,0,Phone,No Offer,1.2008842311681085
3628,Erin Long,220 Denise Knolls,Harringtonmouth,1175,001-988-258-1721x4316,Barrister,11,37.37,1,0,Surburban,0,Phone,No Offer,1.2424850774761853
16616,Krista Harvey,730 Donna Point Apt. 993,Wagnerborough,29767,001-267-797-0811x73602,Energy manager,7,630.94,1,0,Urban,1,Phone,Discount,0.4798840609177887
60199,Anna Powers,003 Richard Throughway Apt. 417,New Kathleen,25743,001-310-375-9099x129,"Designer, furniture",11,53.4,1,0,Urban,1,Phone,Discount,1.1456250029784385
19662,Kristen Hopkins,407 Morales Common,North Danielle,81553,+1-603-873-6225,Radio producer,10,169.92,0,1,Surburban,1,Phone,No Offer,0.8644945359914608
57107,Shari Bryant,9091 Peterson Fords Suite 460,Ashleyshire,25083,001-621-763-2438x32570,Chiropodist,8,370.09,1,0,Urban,1,Web,No Offer,1.3072787990886947
45307,James Turner,11744 Kevin Village Apt. 894,Chentown,69216,610.352.9604x99569,Prison officer,3,29.99,1,0,Rural,0,Phone,No Offer,1.295867863708997
19468,Michele Ferguson,672 Tristan Crossroad,Johnchester,54637,175.978.2267,"Producer, radio",11,86.85,0,1,Rural,0,Phone,Buy One Get One,0.8743505664177479
25061,Anthony Rhodes,319 Sutton Isle Suite 227,North Gary,56683,(531)253-7629,"Programmer, applications",3,81.13,0,1,Rural,0,Web,Discount,0.8446154137883832
61822,Jeffrey Nicholson,536 Tami Tunnel Suite 588,Port Stephanie,29126,+1-915-294-9280,"Therapist, horticultural",5,1134.23,1,0,Urban,1,Phone,Discount,0.8670629074390439
56638,Dylan Garcia,75110 Meyer Landing Apt. 181,Hernandezshire,55255,046-413-3321,Geoscientist,3,48.38,0,1,Surburban,1,Phone,No Offer,0.6881734038987273
5988,Valerie Waller DVM,3725 Powers Pine Suite 709,North Robertport,90460,001-886-965-9157x013,"Teacher, English as a foreign language",5,391.42,0,1,Surburban,0,Phone,Buy One Get One,1.5369782050469123
1339,Joshua Leonard,4131 Armstrong Gateway Suite 688,Williamsbury,10475,001-407-916-6690,Advice worker,6,206.3,1,0,Surburban,1,Phone,Discount,0.5023862334304459
461,Kevin Chase,88075 Knox Road,West Jeremytown,27983,568-555-2777x159,Holiday representative,1,89.59,0,1,Surburban,1,Web,Discount,1.0770656349808023
28750,Robert Lane,951 Perez Summit Apt. 775,East Patricialand,73169,082.001.3582x022,Armed forces logistics/support/administrative officer,10,293.16,1,1,Urban,0,Web,Discount,0.4943953688687128
13932,Stephanie Hopkins,102 Burnett Island,Jordanmouth,44835,824.250.1091,Animal nutritionist,3,100.98,1,0,Surburban,0,Web,Buy One Get One,0.34063115747843986
